name,DecisionTreeClassifier,RandomGuesser,AdaBoostClassifier,AdaBoostRegressor,GradientBoostingClassifier,GradientBoostingRegressor,BaggingClassifier,BernoulliNB,CalibratedClassifierCV,CategoricalNB,ComplementNB,DummyClassifier,ExtraTreeClassifier,ExtraTreesClassifier,GaussianNB,GaussianProcessClassifier,HistGradientBoostingClassifier,KNeighborsClassifier,LabelPropagation,LabelSpreading,LinearDiscriminantAnalysis,LinearSVC,LogisticRegression,LogisticRegressionCV,MLPClassifier,MultinomialNB,NearestCentroid,NuSVC,PassiveAggressiveClassifier,Perceptron,QuadraticDiscriminantAnalysis,RadiusNeighborsClassifier,RandomForestClassifier,RidgeClassifier,RidgeClassifierCV,SGDClassifier,SVC,XGBoostClassifier
heart-va_R,0.375,0.225,0.15,0.0,0.325,0.0,0.3,0.25,0.325,0.225,0.325,0.3,0.35,0.35,0.15,0.325,0.275,0.3,0.475,0.475,0.2,0.25,0.25,0.25,0.3,0.2,0.25,,0.2,0.175,0.225,,0.325,0.25,0.25,0.3,0.35,0.35
hepatitis_R,0.7741935483870968,0.3548387096774194,0.7096774193548387,0.2258064516129032,0.6774193548387096,0.0,0.7096774193548387,0.7741935483870968,0.8064516129032258,0.8064516129032258,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7096774193548387,0.6451612903225806,0.8387096774193549,0.6774193548387096,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.8387096774193549,0.8387096774193549,0.8709677419354839,0.8709677419354839,0.8064516129032258,0.7741935483870968,0.7741935483870968,,0.4516129032258064,0.9032258064516128,0.4838709677419355,,0.8064516129032258,0.8387096774193549,0.8064516129032258,0.6129032258064516,0.8387096774193549,0.6451612903225806
hill-valley,0.5349794238683128,0.5349794238683128,0.522633744855967,0.0123456790123456,0.5061728395061729,0.0,0.5185185185185185,0.5473251028806584,0.5349794238683128,0.4526748971193415,0.8395061728395061,0.4526748971193415,0.5473251028806584,0.5555555555555556,0.4650205761316872,0.4650205761316872,0.5432098765432098,0.5102880658436214,0.4691358024691358,0.4650205761316872,0.4938271604938271,0.4979423868312757,0.4732510288065844,0.5637860082304527,0.5390946502057613,0.4567901234567901,0.4403292181069959,0.5720164609053497,0.5596707818930041,0.4526748971193415,0.4567901234567901,0.4609053497942387,0.5267489711934157,0.4938271604938271,0.522633744855967,0.5473251028806584,0.4609053497942387,0.5390946502057613
horse-colic,0.7567567567567568,0.4594594594594595,0.8108108108108109,0.0,0.8918918918918919,0.0,0.8648648648648649,0.581081081081081,0.8378378378378378,0.6486486486486487,0.7162162162162162,0.6486486486486487,0.7837837837837838,0.8648648648648649,0.4459459459459459,0.8378378378378378,0.8648648648648649,0.7972972972972973,0.7972972972972973,0.8108108108108109,0.8378378378378378,0.8378378378378378,0.8378378378378378,0.8243243243243243,0.8108108108108109,0.6486486486486487,0.5945945945945946,0.8243243243243243,0.8108108108108109,0.8378378378378378,0.5945945945945946,,0.8648648648648649,0.8513513513513513,0.8513513513513513,0.7297297297297297,0.8108108108108109,0.8378378378378378
ilpd-indian-liver_R,0.6752136752136753,0.5128205128205128,0.717948717948718,0.0,0.7094017094017094,0.0,0.7264957264957265,0.7521367521367521,0.7777777777777778,0.7350427350427351,0.5555555555555556,0.7435897435897436,0.6495726495726496,0.7692307692307693,0.5213675213675214,0.7435897435897436,0.7350427350427351,0.7008547008547008,0.7435897435897436,0.7435897435897436,0.7606837606837606,0.7350427350427351,0.7435897435897436,0.7606837606837606,0.7521367521367521,0.7435897435897436,0.6410256410256411,0.7094017094017094,0.7435897435897436,0.5726495726495726,0.5213675213675214,0.7435897435897436,0.7350427350427351,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7008547008547008
image-segmentation,0.9653679653679652,0.1515151515151515,0.4025974025974026,0.158008658008658,0.9632034632034632,0.0,0.9632034632034632,0.1385281385281385,0.8658008658008658,,0.4437229437229437,0.1233766233766233,0.9242424242424242,0.974025974025974,0.696969696969697,0.8398268398268398,0.9761904761904762,0.9393939393939394,0.8744588744588745,0.8722943722943723,0.8874458874458875,0.8571428571428571,0.8484848484848485,0.9025974025974026,0.8982683982683982,0.7316017316017316,0.7510822510822511,0.8593073593073594,0.8181818181818182,0.7943722943722944,0.9047619047619048,0.5735930735930735,0.974025974025974,0.79004329004329,0.7987012987012987,0.8441558441558441,0.8961038961038961,0.9761904761904762
ionosphere_R,0.8591549295774648,0.3943661971830985,0.9295774647887324,0.056338028169014,0.9295774647887324,0.0,0.9014084507042254,0.7887323943661971,0.8591549295774648,0.6901408450704225,0.7746478873239436,0.6056338028169014,0.943661971830986,0.9577464788732394,0.8873239436619719,0.8450704225352113,0.9154929577464788,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8309859154929577,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.9014084507042254,0.6056338028169014,0.704225352112676,0.9295774647887324,0.676056338028169,0.8028169014084507,0.5774647887323944,,0.943661971830986,0.8309859154929577,0.8450704225352113,0.8591549295774648,0.9295774647887324,0.9154929577464788
iris_R,1.0,0.4333333333333333,1.0,0.6,1.0,0.0,1.0,0.3666666666666666,0.9666666666666668,0.3666666666666666,0.7,0.3,0.9666666666666668,1.0,1.0,0.9666666666666668,1.0,1.0,1.0,1.0,1.0,0.9666666666666668,0.9666666666666668,1.0,0.9666666666666668,0.6333333333333333,0.9666666666666668,1.0,0.9333333333333332,0.8666666666666667,0.9666666666666668,0.5666666666666667,1.0,0.9,0.8666666666666667,0.9666666666666668,1.0,1.0
led-display_R,0.695,0.115,0.7,0.0,0.71,0.0,0.705,0.72,0.725,0.345,0.65,0.12,0.68,0.7,0.705,0.705,0.7,0.715,0.705,0.7,0.725,0.725,0.725,0.725,0.71,0.71,0.715,0.7,0.65,0.655,0.71,0.72,0.7,0.725,0.725,0.72,0.71,0.71
lenses_R,1.0,0.0,0.8,1.0,1.0,0.0,0.8,1.0,0.8,1.0,0.8,0.8,1.0,1.0,1.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8
libras_R,0.6805555555555556,0.0694444444444444,0.1111111111111111,0.0138888888888888,0.6805555555555556,0.0,0.75,0.0833333333333333,0.6666666666666666,0.0138888888888888,0.3472222222222222,0.0138888888888888,0.5694444444444444,0.8333333333333334,0.5833333333333334,0.7916666666666666,0.7916666666666666,0.7638888888888888,0.8472222222222222,0.8472222222222222,0.6527777777777778,0.7222222222222222,0.6527777777777778,0.75,0.7777777777777778,0.5694444444444444,0.5972222222222222,0.7638888888888888,0.4861111111111111,0.4305555555555556,0.3194444444444444,,0.7777777777777778,0.5416666666666666,0.5416666666666666,0.4722222222222222,0.7916666666666666,0.7777777777777778
low-res-spect_R,0.8317757009345794,0.1869158878504672,0.6542056074766355,0.0,0.8598130841121495,0.0,0.8785046728971962,0.5420560747663551,0.8785046728971962,,0.6635514018691588,0.5327102803738317,0.8130841121495327,0.8878504672897196,0.7289719626168224,0.8691588785046729,0.9065420560747663,0.8037383177570093,0.822429906542056,0.8317757009345794,0.8037383177570093,0.8785046728971962,0.8785046728971962,0.9345794392523364,0.8785046728971962,0.6728971962616822,0.719626168224299,,0.8878504672897196,0.9065420560747663,0.5327102803738317,,0.8785046728971962,0.8598130841121495,0.8598130841121495,0.8504672897196262,0.8504672897196262,0.8785046728971962
lung-cancer_R,0.2857142857142857,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.4285714285714285,0.0,0.4285714285714285,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714,,0.5714285714285714,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.4285714285714285
lymphography_R,0.7,0.4666666666666667,0.6666666666666666,0.0,0.8666666666666667,0.0,0.8,0.7666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.4666666666666667,0.7666666666666667,0.8333333333333334,0.7333333333333333,0.8,0.8333333333333334,0.7333333333333333,0.7,0.7,0.8666666666666667,0.8333333333333334,0.8,0.7666666666666667,0.8333333333333334,0.8,0.8,,0.7666666666666667,0.8333333333333334,0.7666666666666667,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8,0.7333333333333333,0.8
mammographic_R,0.772020725388601,0.5492227979274611,0.8341968911917098,0.0,0.8341968911917098,0.0,0.7979274611398963,0.5284974093264249,0.8238341968911918,0.6217616580310881,0.7357512953367875,0.5233160621761658,0.7823834196891192,0.7979274611398963,0.8134715025906736,0.8186528497409327,0.8290155440414507,0.8238341968911918,0.8238341968911918,0.8238341968911918,0.8186528497409327,0.8238341968911918,0.8238341968911918,0.8290155440414507,0.8134715025906736,0.6062176165803109,0.8031088082901554,0.8031088082901554,0.6321243523316062,0.8031088082901554,0.8134715025906736,0.7305699481865285,0.8186528497409327,0.8186528497409327,0.8186528497409327,0.7823834196891192,0.8082901554404145,0.8134715025906736
mfeat-karhunen,0.7825,0.0925,0.355,0.0,0.9225,0.0,0.8925,0.105,0.96,,0.87,0.0825,0.59,0.97,0.95,0.9625,0.9575,0.945,0.9625,0.9625,0.96,0.96,0.96,0.96,0.9625,0.92,0.9175,0.9625,0.9,0.945,0.9775,,0.9575,0.93,0.93,0.9375,0.9725,
molec-biol-promoter_R,0.7272727272727273,0.5909090909090909,0.8636363636363636,0.5909090909090909,0.9090909090909092,0.0,0.8181818181818182,0.8181818181818182,0.7727272727272727,0.8636363636363636,0.7727272727272727,0.5,0.7272727272727273,0.9090909090909092,0.9090909090909092,0.8181818181818182,0.8636363636363636,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.5,,0.8636363636363636,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.7727272727272727,0.6818181818181818
molec-biol-splice_R,0.8683385579937304,0.2852664576802508,0.927899686520376,0.0,0.9702194357366772,0.0,0.9404388714733544,0.4968652037617554,0.829153605015674,0.7899686520376176,0.7554858934169278,0.5,0.7021943573667712,0.95141065830721,0.8996865203761756,0.7821316614420063,0.9702194357366772,0.6426332288401254,0.622257053291536,0.622257053291536,0.8181818181818182,0.8307210031347962,0.8385579937304075,0.8495297805642633,0.8166144200626959,0.5047021943573667,0.7648902821316614,0.8322884012539185,0.8056426332288401,0.8181818181818182,0.8808777429467085,,0.9482758620689656,0.8150470219435737,0.8103448275862069,0.8401253918495298,0.85423197492163,0.9702194357366772
oocytes_trisopterus_states_5b_R,0.8469945355191257,0.273224043715847,0.7103825136612022,0.0054644808743169,0.918032786885246,0.0,0.8907103825136612,0.5191256830601093,0.8961748633879781,,0.7103825136612022,0.5191256830601093,0.8469945355191257,0.9344262295081968,0.7595628415300546,0.8032786885245902,0.9344262295081968,0.907103825136612,0.8633879781420765,0.8633879781420765,0.918032786885246,0.9016393442622952,0.8579234972677595,0.9289617486338798,0.8852459016393442,0.7377049180327869,0.7049180327868853,,0.9289617486338798,0.912568306010929,0.8688524590163934,0.7103825136612022,0.8961748633879781,0.8852459016393442,0.9016393442622952,0.912568306010929,0.8579234972677595,0.918032786885246
ozone_R,0.9547244094488188,0.9645669291338582,0.9744094488188976,0.0,0.9724409448818898,0.0,0.9783464566929134,0.9783464566929134,0.984251968503937,,0.6830708661417323,0.9822834645669292,0.952755905511811,0.9822834645669292,0.7244094488188977,0.9822834645669292,0.9783464566929134,0.9763779527559056,0.9744094488188976,0.9783464566929134,0.9724409448818898,0.984251968503937,0.9803149606299212,0.9822834645669292,0.9783464566929134,0.9822834645669292,0.6338582677165354,,0.8582677165354331,0.9822834645669292,0.9822834645669292,,0.9783464566929134,0.9822834645669292,0.9822834645669292,0.9625984251968503,0.9822834645669292,0.9606299212598424
parkinsons_R,0.8974358974358975,0.358974358974359,0.8717948717948718,0.2307692307692307,0.9487179487179488,0.0,0.8717948717948718,0.8205128205128205,0.8974358974358975,0.8205128205128205,0.6923076923076923,0.8205128205128205,0.8717948717948718,0.9487179487179488,0.717948717948718,0.8974358974358975,0.9230769230769232,0.9487179487179488,0.9487179487179488,0.9743589743589745,0.8717948717948718,0.8974358974358975,0.8974358974358975,0.8974358974358975,0.8717948717948718,0.8974358974358975,0.7948717948717948,0.8974358974358975,0.7948717948717948,0.8974358974358975,0.8974358974358975,0.8717948717948718,0.9487179487179488,0.8717948717948718,0.9230769230769232,0.6153846153846154,0.8974358974358975,0.8974358974358975
pima_R,0.7207792207792207,0.4935064935064935,0.7337662337662337,0.0,0.7467532467532467,0.0,0.7597402597402597,0.6623376623376623,0.7662337662337663,0.6493506493506493,0.5909090909090909,0.6428571428571429,0.6103896103896104,0.7467532467532467,0.7662337662337663,0.7727272727272727,0.7337662337662337,0.6818181818181818,0.7467532467532467,0.7532467532467533,0.7597402597402597,0.7662337662337663,0.7532467532467533,0.7532467532467533,0.7597402597402597,0.6428571428571429,0.6948051948051948,0.7402597402597403,0.6688311688311688,0.7402597402597403,0.7792207792207793,0.6493506493506493,0.7337662337662337,0.7532467532467533,0.7532467532467533,0.7662337662337663,0.7532467532467533,0.7402597402597403
pittsburg-bridges-MATERIAL_R,0.8636363636363636,0.3181818181818182,0.7272727272727273,0.0,0.8181818181818182,0.0,0.8181818181818182,0.9090909090909092,0.7727272727272727,0.9545454545454546,0.8181818181818182,0.6818181818181818,0.8636363636363636,0.8181818181818182,0.6363636363636364,0.7727272727272727,0.7727272727272727,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.8181818181818182,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.6818181818181818,0.7727272727272727,,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.6363636363636364,0.8636363636363636,0.8181818181818182
pittsburg-bridges-REL-L_R,0.7142857142857143,0.3809523809523809,0.7142857142857143,0.0,0.7619047619047619,0.0,0.6190476190476191,0.7619047619047619,0.6666666666666666,0.6666666666666666,0.6190476190476191,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.7619047619047619,0.8095238095238095,0.7619047619047619,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7619047619047619,,0.5238095238095238,0.5714285714285714,0.7619047619047619,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4761904761904761,0.8571428571428571,0.7619047619047619
pittsburg-bridges-SPAN_R,0.5263157894736842,0.4736842105263157,0.631578947368421,0.1578947368421052,0.631578947368421,0.0,0.5263157894736842,0.6842105263157895,0.7894736842105263,0.5263157894736842,0.631578947368421,0.4736842105263157,0.6842105263157895,0.631578947368421,0.7368421052631579,0.8421052631578947,0.631578947368421,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.4736842105263157,0.7368421052631579,0.7894736842105263,0.4736842105263157,0.4736842105263157,0.5789473684210527,0.631578947368421,0.631578947368421,0.7894736842105263,0.7894736842105263,0.631578947368421,0.7368421052631579,0.631578947368421
pittsburg-bridges-T-OR-D_R,0.7619047619047619,0.7619047619047619,0.8571428571428571,0.4761904761904761,0.8571428571428571,0.0,0.8095238095238095,0.7142857142857143,0.7619047619047619,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.6666666666666666,0.8095238095238095,0.7619047619047619,0.7142857142857143,0.6666666666666666,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.8095238095238095,0.8095238095238095,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.7619047619047619,,0.8095238095238095,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.6666666666666666
pittsburg-bridges-TYPE_R,0.7142857142857143,0.238095238095238,0.3333333333333333,0.0952380952380952,0.7619047619047619,0.0,0.7142857142857143,0.6666666666666666,0.7619047619047619,0.7619047619047619,0.6190476190476191,0.4761904761904761,0.5714285714285714,0.6190476190476191,0.5238095238095238,0.7142857142857143,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.7619047619047619,0.8571428571428571,0.7619047619047619,0.7619047619047619,0.8571428571428571,0.4761904761904761,0.5238095238095238,,0.6190476190476191,0.4761904761904761,0.4285714285714285,0.5238095238095238,0.6190476190476191,0.8571428571428571,0.6190476190476191,0.7142857142857143,0.6666666666666666,0.7142857142857143
planning_R,0.4594594594594595,0.7027027027027027,0.6216216216216216,0.027027027027027,0.5135135135135135,0.0,0.6216216216216216,0.7027027027027027,0.7027027027027027,0.6756756756756757,0.4324324324324324,0.7027027027027027,0.4864864864864865,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.5675675675675675,0.5945945945945946,0.5945945945945946,0.5945945945945946,0.6756756756756757,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4864864864864865,0.5675675675675675,0.6756756756756757,0.7027027027027027,0.6486486486486487,0.7027027027027027,0.6756756756756757,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.5675675675675675
seeds_R,0.8809523809523809,0.4047619047619047,0.5952380952380952,0.2857142857142857,0.9285714285714286,0.0,0.8571428571428571,0.2619047619047619,0.9047619047619048,,0.7619047619047619,0.2619047619047619,0.8571428571428571,0.9047619047619048,0.8571428571428571,0.8809523809523809,0.9047619047619048,0.8809523809523809,0.8809523809523809,0.8809523809523809,0.9047619047619048,0.9047619047619048,0.8809523809523809,0.8809523809523809,0.8571428571428571,0.8809523809523809,0.8333333333333334,0.8809523809523809,0.9285714285714286,0.9523809523809524,0.9285714285714286,0.7380952380952381,0.8571428571428571,0.9285714285714286,0.9761904761904762,0.9285714285714286,0.9047619047619048,0.8809523809523809
semeion_R,0.7460815047021944,0.0909090909090909,0.5266457680250783,0.0,0.9341692789968652,0.0,0.8526645768025078,0.8652037617554859,0.9059561128526644,0.8652037617554859,0.768025078369906,0.0815047021943573,0.6959247648902821,0.9341692789968652,0.799373040752351,0.9341692789968652,0.9404388714733544,0.9090909090909092,0.4858934169278996,0.4858934169278996,0.90282131661442,0.8808777429467085,0.9216300940438872,0.9122257053291536,0.915360501567398,0.8683385579937304,0.8620689655172413,0.9404388714733544,0.8840125391849529,0.8808777429467085,0.1536050156739812,,0.9435736677115988,0.8589341692789969,0.8620689655172413,0.896551724137931,0.962382445141066,0.9373040752351096
solar-flare,0.9953271028037384,0.9906542056074766,1.0,0.9579439252336448,0.9953271028037384,0.0,0.9953271028037384,0.97196261682243,1.0,0.9766355140186916,0.9018691588785048,1.0,0.985981308411215,1.0,0.9205607476635514,1.0,1.0,1.0,1.0,1.0,0.9906542056074766,1.0,1.0,,1.0,0.9813084112149532,0.9345794392523364,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
soybean,0.8394160583941606,0.0218978102189781,0.2481751824817518,0.0145985401459854,0.9124087591240876,0.0,0.8978102189781022,0.2992700729927007,0.9343065693430656,0.5620437956204379,0.7591240875912408,0.1021897810218978,0.8394160583941606,0.9343065693430656,0.7664233576642335,0.8832116788321168,0.9124087591240876,0.8759124087591241,0.9197080291970804,0.9197080291970804,0.9416058394160584,0.948905109489051,0.9197080291970804,0.927007299270073,0.9197080291970804,0.7226277372262774,0.7518248175182481,,0.9197080291970804,0.8467153284671532,0.8394160583941606,,0.9197080291970804,0.8686131386861314,0.8686131386861314,0.927007299270073,0.9343065693430656,0.9197080291970804
spambase_R,0.9120521172638436,0.498371335504886,0.9359391965255156,0.003257328990228,0.9446254071661238,0.0,0.9294245385450596,0.8805646036916395,0.9087947882736156,,0.8534201954397395,0.5765472312703583,0.8642779587404995,0.9576547231270358,0.8219326818675353,0.8957654723127035,0.9619978284473398,0.8881650380021715,0.7882736156351792,0.7774158523344191,0.8816503800217155,0.9055374592833876,0.8979370249728555,0.9207383279044516,0.9446254071661238,0.8783930510314875,0.8436482084690554,0.8859934853420195,0.9142236699239956,0.8881650380021715,0.8371335504885994,,0.9576547231270358,0.8838219326818675,0.8838219326818675,0.9153094462540716,0.9326818675352876,0.9424538545059716
spect,0.6981132075471698,0.490566037735849,0.7169811320754716,0.0,0.660377358490566,0.0,0.6981132075471698,0.5094339622641509,0.6792452830188679,0.5849056603773585,0.6415094339622641,0.5660377358490566,0.6415094339622641,0.6037735849056604,0.6981132075471698,0.7169811320754716,0.6981132075471698,0.6415094339622641,0.6415094339622641,0.6226415094339622,0.660377358490566,0.660377358490566,0.7358490566037735,0.7358490566037735,0.7547169811320755,0.6037735849056604,0.6792452830188679,0.660377358490566,0.5849056603773585,0.4528301886792453,0.6981132075471698,,0.660377358490566,0.7169811320754716,0.7358490566037735,0.6792452830188679,0.6792452830188679,0.660377358490566
spectf,0.8888888888888888,0.4074074074074074,0.8518518518518519,0.0,0.8703703703703703,0.0,0.8518518518518519,0.7777777777777778,0.8333333333333334,,0.5925925925925926,0.8333333333333334,0.7962962962962963,0.8703703703703703,0.7777777777777778,0.8703703703703703,0.9074074074074074,0.7962962962962963,0.8703703703703703,0.8333333333333334,0.8333333333333334,0.8518518518518519,0.8703703703703703,0.8703703703703703,0.8333333333333334,0.8333333333333334,0.7962962962962963,,0.7407407407407407,0.8333333333333334,0.8333333333333334,,0.8888888888888888,0.8518518518518519,0.8333333333333334,0.8333333333333334,0.8518518518518519,0.8333333333333334
statlog-australian-credit_R,0.5362318840579711,0.4710144927536231,0.6521739130434783,0.0,0.6956521739130435,0.0,0.6086956521739131,0.6811594202898551,0.6811594202898551,0.6739130434782609,0.572463768115942,0.6811594202898551,0.5942028985507246,0.644927536231884,0.6884057971014492,0.6884057971014492,0.6521739130434783,0.6086956521739131,0.572463768115942,0.5579710144927537,0.6666666666666666,0.6739130434782609,0.6739130434782609,0.6811594202898551,0.6884057971014492,0.6811594202898551,0.6014492753623188,0.5942028985507246,0.3840579710144927,0.6811594202898551,0.6231884057971014,,0.6521739130434783,0.6739130434782609,0.6811594202898551,0.6666666666666666,0.6666666666666666,0.5797101449275363
statlog-german-credit_R,0.675,0.4,0.785,0.0,0.78,0.0,0.755,0.745,0.77,,0.715,0.705,0.685,0.77,0.71,0.78,0.815,0.72,0.685,0.69,0.78,0.775,0.77,0.77,0.81,0.745,0.685,0.79,0.61,0.735,0.785,,0.8,0.77,0.765,0.755,0.76,0.76
statlog-heart_R,0.6851851851851852,0.4444444444444444,0.8888888888888888,0.0,0.7592592592592593,0.0,0.7407407407407407,0.7962962962962963,0.9444444444444444,0.7962962962962963,0.8148148148148148,0.6111111111111112,0.7592592592592593,0.8518518518518519,0.9074074074074074,0.9074074074074074,0.8148148148148148,0.8518518518518519,0.7962962962962963,0.8148148148148148,0.925925925925926,0.9074074074074074,0.925925925925926,0.8888888888888888,0.8703703703703703,0.8518518518518519,0.8148148148148148,0.9074074074074074,0.8518518518518519,0.8518518518518519,0.8888888888888888,,0.8888888888888888,0.925925925925926,0.8888888888888888,0.8333333333333334,0.8148148148148148,0.7222222222222222
statlog-image_R,0.9437229437229436,0.1471861471861472,0.5086580086580087,0.1277056277056277,0.9761904761904762,0.0,0.961038961038961,0.1926406926406926,0.9004329004329005,0.1515151515151515,0.4935064935064935,0.1233766233766233,0.8917748917748918,0.9632034632034632,0.7532467532467533,0.9004329004329005,0.9805194805194806,0.9545454545454546,0.9242424242424242,0.9047619047619048,0.9069264069264068,0.9069264069264068,0.9090909090909092,0.948051948051948,0.9329004329004328,0.7467532467532467,0.8376623376623377,0.9112554112554112,0.8961038961038961,0.8722943722943723,0.8376623376623377,0.5367965367965368,0.9696969696969696,0.803030303030303,0.8095238095238095,0.8939393939393939,0.9393939393939394,0.9826839826839828
statlog-vehicle_R,0.7352941176470589,0.2647058823529412,0.5705882352941176,0.0,0.7705882352941177,0.0,0.7588235294117647,0.2470588235294117,0.7411764705882353,0.188235294117647,0.4470588235294118,0.1764705882352941,0.6588235294117647,0.7529411764705882,0.5,0.7294117647058823,0.7823529411764706,0.7352941176470589,0.7,0.711764705882353,0.7705882352941177,0.7529411764705882,0.7352941176470589,0.7941176470588235,0.8,0.4470588235294118,0.488235294117647,0.7823529411764706,0.6647058823529411,0.611764705882353,0.8823529411764706,0.3058823529411765,0.7823529411764706,0.7235294117647059,0.7411764705882353,0.6941176470588235,0.7529411764705882,0.7294117647058823
steel-plates_R,0.7300771208226221,0.1311053984575835,0.5629820051413882,0.0025706940874035,0.7866323907455013,0.0,0.7583547557840618,0.4884318766066838,0.7197943444730077,,0.5167095115681234,0.3676092544987147,0.6760925449871465,0.7532133676092545,0.6169665809768637,0.7197943444730077,0.7866323907455013,0.7017994858611826,0.7069408740359897,0.7069408740359897,0.6940874035989717,0.712082262210797,0.7249357326478149,0.7455012853470437,0.7480719794344473,0.5629820051413882,0.4498714652956298,,0.5861182519280206,0.583547557840617,0.6503856041131105,,0.7737789203084833,0.6683804627249358,0.6683804627249358,0.6401028277634961,0.7249357326478149,0.7634961439588689
synthetic-control_R,0.9,0.1583333333333333,0.4333333333333333,0.1,0.9583333333333334,0.0,0.9666666666666668,0.2,0.9416666666666668,0.2416666666666666,0.55,0.1416666666666666,0.8666666666666667,0.9916666666666668,0.95,0.975,0.975,0.9666666666666668,0.9666666666666668,0.9666666666666668,0.95,0.9,0.9833333333333332,0.9833333333333332,0.9583333333333334,0.8333333333333334,0.8916666666666667,0.9833333333333332,0.7833333333333333,0.825,0.6916666666666667,,0.9833333333333332,0.775,0.775,0.925,0.9833333333333332,0.975
teachingAssistant,0.6774193548387096,0.3225806451612903,0.5161290322580645,0.032258064516129,0.7419354838709677,0.0,0.7096774193548387,0.4838709677419355,0.5806451612903226,,0.5161290322580645,0.2903225806451613,0.7741935483870968,0.7096774193548387,0.6129032258064516,0.5806451612903226,0.6129032258064516,0.5483870967741935,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5483870967741935,0.5483870967741935,0.6129032258064516,0.5483870967741935,0.3548387096774194,0.4193548387096774,0.4838709677419355,0.6129032258064516,0.7096774193548387,0.5806451612903226,0.5806451612903226,0.2903225806451613,0.5483870967741935,0.032258064516129
teaching_R,0.7096774193548387,0.2903225806451613,0.5161290322580645,0.0,0.7741935483870968,0.0,0.7096774193548387,0.4838709677419355,0.5806451612903226,,0.5161290322580645,0.2903225806451613,0.6774193548387096,0.7096774193548387,0.6129032258064516,0.5806451612903226,0.6129032258064516,0.5483870967741935,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.5483870967741935,0.5483870967741935,0.6129032258064516,0.5483870967741935,0.3548387096774194,0.4193548387096774,0.4838709677419355,0.6129032258064516,0.7419354838709677,0.5806451612903226,0.5806451612903226,0.4193548387096774,0.5483870967741935,0.7096774193548387
